title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget,Opening weekend USA,gross,Cumulate Worldwide Gross,runtime,sound Mix,Color,Aspect Ratio 
Bons baisers de Bruges,7.9,67,394.923,Comedy; Crime;,Martin McDonagh,Martin McDonagh,1h 47min,25 June 200, (France,Gruuthuse Museum; Bruges; West-Vlaanderen; Belgium,658,"London based hit men Ray and Ken are told by their boss Harry Waters to lie low in Bruges, Belgium for up to two weeks following their latest hit, which resulted in the death of an innocent bystander. Harry will be in touch with further instructions. While they wait for Harry's call, Ken, following Harry's advice, takes in the sights of the medieval city with great appreciation. But the charms of Bruges are lost on the simpler Ray, who is already despondent over the innocent death, especially as it was his first job. Things change for Ray when he meets Chloe, part of a film crew shooting a movie starring an American dwarf named Jimmy. When Harry's instructions arrive, Ken, for whom the job is directed, isn't sure if he can carry out the new job, especially as he has gained a new appreciation of life from his stay in the fairytale Bruges. While Ken waits for the inevitable arrival into Bruges of an angry Harry, who feels he must clean up matters on his own, Ray is dealing with his own ...",xxx,xxx,xxx,xxx,107 min,"Dolby Digital
| DTS",Color,2.35 : 1
The Man from Earth,7.9,xxx,176.504,Drama; Fantasy;,Richard Schenkman,Jerome Bixby,1h 27min,13 November,2007 (Brazil,Agua Dulce Movie Ranch - 34855 Petersen Road; Agua Dulce; California; USA,905,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,xxx,xxx,xxx,xxx,87 min,xxx,xxx,xxx
Lettres d'Iwo Jima,7.9,89,155.284,Action; Adventu,Clint Eastwood,Iris Yamashita,2h 21min,21 February,2007 (France,Iceland,355,"The island of Iwo Jima stands between the American military force and the home islands of Japan. Therefore the Imperial Japanese Army is desperate to prevent it from falling into American hands and providing a launching point for an invasion of Japan. General Tadamichi Kuribayashi (Ken Watanabe) is given command of the forces on the island and sets out to prepare for the imminent attack. General Kuribayashi, however, does not favor the rigid traditional approach recommended by his subordinates, and resentment and resistance fester amongst his staff. In the lower echelons, a young soldier, Saigo (Kazunari Ninomiya), a poor baker in civilian life, strives with his friends to survive the harsh regime of the Japanese Army itself, all the while knowing that a fierce battle looms. When the American invasion begins, Kuribayashi and Saigo find strength, honor, courage, and horrors beyond imagination.",xxx,xxx,xxx,xxx,141 min,"DTS
| SDDS
| Dolby Digital",Color,2.39 : 1
Le piège,7.9,xxx,9.031,Crime; Drama; T,Srdan Golubovic,Melina Pota Koljevic,1h 46min,13 Septembe, 2007 (Hungary,xxx,25,"""THE TRAP"" is a modern film noir reflecting the true face of Serbian (Eastern European) 'society in transition.' It's a story that could happen to you. It is a film about an ordinary man, who is forced to choose between life and death of his own child. THE TRAP is a film about post-Milosevic Serbia, in which there is no more war, but there is moral and existential desert, about Serbia in transition, in which human life still isn't worth a lot, about normal life which still seems unreachable.",xxx,xxx,xxx,xxx,106 min,xxx,xxx,xxx
The Fall,7.9,64,108.144,Adventure; Dram,Tarsem Singh,Dan Gilroy,1h 57min,10 July 201, (France,xxx,358,"At a Los Angeles hospital in the 1920s, Alexandria is a child recovering from a broken arm. She befriends Roy Walker, a movie stunt man with legs paralyzed after a fall. At her request, Roy tells her an elaborate story about six men of widely varied backgrounds who are on a quest to kill a corrupt provincial governor. Between chapters of the story, Roy inveigles Alexandria to scout the hospital's pharmacy for morphine. As Roy's fantastic tale nears its end, Death seems close at hand.",xxx,xxx,xxx,xxx,117 min,"or
|  Black and White",Ratio: 1.85 : 1,xxx
La mort de Dante Lazarescu,7.9,86,14.133,Comedy; Drama,Cristi Puiu,Cristi Puiu,2h 33min,11 January ,006 (France,xxx,78,"Mr. Lazarescu, a 63 year old lonely man feels sick and calls the ambulance. When it arrives, the paramedic decides he should take him to the hospital but once there they decide to send him to another hospital and then yet another... As the night unfolds and they can't find a hospital for Mr. Lazarescu, his health starts to deteriorate fast.",xxx,xxx,xxx,xxx,153 min,or,Ratio: 1.85 : 1,xxx
Vettaiyaadu Vilaiyaadu,7.9,xxx,6.835,Action; Crime;,Gautham Vasudev Menon,Dasaradh,2h 54min,25 August 2,06 (India,xxx,37,"Raghavan (Kamal Hassan), a top cop from the Tamil Nadu Police Department is faced with a series of rapes and brutal murders including those of his boss's family. The culprits are found soon enough but prove extremely evasive while they continue their murderous legacy undeterred.",xxx,xxx,xxx,xxx,174 min,xxx,xxx,xxx
L'odyssée de Pi,7.9,79,588.419,Adventure; Dram,Ang Lee,Yann Martel,2h 7min,19 December,2012 (France,Montréal; Québec; Canada,948,"In Canada, a writer visits the Indian storyteller Pi Patel and asks him to tell his life story. Pi tells the story of his childhood in Pondicherry, India, and the origin of his nickname. One day, his father, a zoo owner, explains that the municipality is no longer supporting the zoo and he has hence decided to move to Canada, where the animals the family owns would also be sold. They board on a Japanese cargo ship with the animals and out of the blue, there is a storm, followed by a shipwrecking. Pi survives in a lifeboat with a zebra, an orangutan, a hyena and a male Bengal tiger nicknamed Richard Parker. They are adrift in the Pacific Ocean, with aggressive hyena and Richard Parker getting hungry. Pi needs to find a way to survive.",xxx,xxx,xxx,xxx,127 min,"Dolby
| Datasat
| SDDS
| Dolby Atmos
| Dolby Surround 7.1
| Sonics-DDP",Color,1.85 : 1
Fantastic Mr. Fox,7.9,83,205.350,Animation; Adve,Wes Anderson,Roald Dahl,1h 27min,17 February,2010 (France,England; UK,348,"This is the story of Mr. Fox (George Clooney) and his wild ways of hen heckling, turkey taking, and cider sipping, nocturnal, instinctive adventures. He has to put his wild days behind him and do what fathers do best: be responsible. He is too rebellious. He is too wild. He is going to try ""just one more raid"" on the three nastiest, meanest farmers that are Walter Boggis (Robin Hurlstone), Nathan Bunce (Hugo Guinness), and Franklin Bean (Sir Michael Gambon). It is a tale of crossing the line of family responsibilities and midnight adventure and the friendships and awakenings of this country life that is inhabited by Fantastic Mr. Fox and his friends.",xxx,xxx,xxx,xxx,87 min,"DTS
| SDDS
| Dolby",Color,1.85 : 1
C.R.A.Z.Y.,7.9,81,31.643,Comedy; Drama,Jean-Marc Vallée,François Boulay,2h 9min,3 May 2006 ,France,Quebec; Canada,101,"Born Christmas Day 1960, Zac Beaulieu is the fourth of five sons of Gervais and Laurianne Beaulieu. Zac feels somewhat disconnected to his brothers, all of whom are different from each other. They include the bookworm Christian who is the eldest, the dumb jock Antoine who is third, and the youngest Yvan. But Zac has the most contempt for his second eldest brother, the shiftless druggie Raymond. To his devout Catholic mother, Zac is her miracle son, both for being born the same day as Jesus Christ (a fact which Zac has always hated), and because a Tupperware-selling mystic once told her that he has the power to heal. Laurianne has always coddled Zac, the two who have a special if unspoken bond. But Zac wants more to please his father, who wants more than anything in his sons that they grow up to be man's men and not sissies. As Zac goes through his mid-teens to early twenties, Zac isn't sure if he can live up to the ideals of either his mother or especially his father. A young man with...",xxx,xxx,xxx,xxx,129 min,io: 1.85 : 1,xxx,xxx
Simon,7.9,59,7.949,Comedy; Drama,Eddy Terstall,Eddy Terstall,1h 42min,30 Septembe, 2004 (Netherlands,57 Van Eeghenstraat; Oud-Zuid; Amsterdam; Noord-Holland; Netherlands,29,"Enterprising liberal Jew Simon Cohen is the lawless lord of an Amsterdam neighborhood, running a 'coffee' shop' (legal soft drugs sale). As soon as they bump into each-other, Simon fascinates gay, up to then conventionalist Jewish dentistry student Camiel Vrolijk and draws him into his libertine world, even all the way to Thailand for B-movie making. Having seduced Simon's whorish girl, embarrassed Simon leaves quietly. Ten years later, the dentist, now settled with a gay partner, lawyer Bram, meets the new cancer-terminal but affluent Simon again.",xxx,xxx,xxx,xxx,102 min,"DTS
| Dolby Digital",Color,1.78 : 1
Tokyo Godfathers,7.9,73,32.679,Animation; Adve,Satoshi Kon,Satoshi Kon,1h 30min,8 November ,003 (Japan,xxx,70,"Christmas in Tokyo, Japan. Three homeless friends: a young girl, a transvestite, and a middle-aged bum. While foraging through some trash, they find an abandoned newborn. Hana, the transvestite with delusions of being a mother, convinces the others to keep it overnight. The next day, using a key found with the baby, they start tracking down the parents, with many adventures along the way.",xxx,xxx,xxx,xxx,90 min,io: 1.85 : 1,xxx,xxx
Voces inocentes,7.9,66,7.318,Drama; Thriller,Luis Mandoki,Luis Mandoki,2h,28 January ,005 (Mexico,Mexico,95,"A young boy, in an effort to have a normal childhood in 1980's El Salvador, is caught up in a dramatic fight for his life as he desperately tries to avoid the war which is raging all around him.",xxx,xxx,xxx,xxx,120 min,or,Ratio: 1.85 : 1,xxx
Les choristes,7.9,56,58.349,Comedy; Drama;,Christophe Barratier,Georges Chaperot,1h 37min,17 March 20,4 (France,Château de Ravel; Puy-de-Dôme; France,127,"Fond de l'Etang is a boarding school for troubled boys located in the French countryside. In the mid-twentieth century, it is run by the principal M. Rachin, an egotistical disciplinarian whose official unofficial mantra for the school is ""action - reaction"", meaning that there will be severe consequences for any boy out of line. This approach does not seem to be working as the boys as a collective are an unruly bunch. In turn, the teachers don't teach, but are always watching out for the next subversive act from the boys. January 15, 1949 marks the arrival to the school of the new supervisor, M. Clément Mathieu, a middle-aged man who is grasping at finding his place in life after a series of failed endeavors. Although he does find the boys an unruly lot, Mathieu does not believe in the ""action - reaction"" policy, and as such, butts heads with Rachin while secretly undermining the policy. Slowly, Mathieu's approach of trying to match the discipline to the crime does have a positive ...",xxx,xxx,xxx,xxx,97 min,"DTS
| Dolby Digital",Color,2.35 : 1
Iron Man,7.9,79,957.121,Action; Adventu,Jon Favreau,Mark Fergus,2h 6min,30 April 20,8 (France,Palmdale Regional Airport; Palmdale; California; USA,1397,"Tony Stark. Genius, billionaire, playboy, philanthropist. Son of legendary inventor and weapons contractor Howard Stark. When Tony Stark is assigned to give a weapons presentation to an Iraqi unit led by Lt. Col. James Rhodes, he's given a ride on enemy lines. That ride ends badly when Stark's Humvee that he's riding in is attacked by enemy combatants. He survives - barely - with a chest full of shrapnel and a car battery attached to his heart. In order to survive he comes up with a way to miniaturize the battery and figures out that the battery can power something else. Thus Iron Man is born. He uses the primitive device to escape from the cave in Iraq. Once back home, he then begins work on perfecting the Iron Man suit. But the man who was put in charge of Stark Industries has plans of his own to take over Tony's technology for other matters.",xxx,xxx,xxx,xxx,126 min,"SDDS
| Dolby Digital
| DTS
| Dolby Atmos",Color,2.39 : 1
